attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,target
8,6,1474,130,61,1,1.2,31184,24607,0,0,0,0,0.2,3.61,4.81,84.17,156.91,3.2,676,973321,91
34,15,2332,237,137,2.81,3.61,127453,67398,5.21,10.02,30.86,41.68,1.8,19.04,21.84,177.15,321.24,1,200,1013850,84
17,2,867,72,67,2.4,3.4,108462,60920,0,0,0,0,0,2.6,4.6,208.4,205.4,1.4,6307,1853466,88
42,51,3543,214,172,1,4.2,254349,115405,17.4,22.4,22.2,0,12.4,3.6,21,90,205,3.2,386,1386395,84
12,1,3039,191,121,7.4,23.8,158848,24306,1,1,1,0,0.6,4,4,269.6,495,1.8,287,1085333,74
14,0,1800,193,122,1.6,4.79,1102299,39041,17.96,66.47,80.44,47.7,0,29.14,71.46,88.02,138.72,1.5,1359,989162,88
4,2,2351,228,161,2.4,4,45032,84410,1.6,1.6,3,2.2,0.6,0.6,0.6,224.6,230.2,1,216,1064830,87
7,1,948,111,48,1.6,3.4,324006,3073,0,0,0,0,0,4.8,4.8,102.8,192.6,2.6,6213,1731014,90
13,0,4052,436,372,12,19,223706,26754,2.2,2.4,3.4,3.4,0,9,12.8,477.2,784.4,1.8,169,1108344,68
5,4,1806,83,61,0.2,0.2,6241,28631,5.19,6.19,5.39,0,1.4,0,0,19.16,30.94,1.5,287,1015270,95
4,0,1467,191,173,3.4,1,77585,14861,0,0,0,0,0,0,0,163.6,238.6,3.2,633,1711213,89
12,11,1222,163,131,0.4,0.2,41368,54403,4.6,8.6,8.6,0,0,0,0,20.8,38.6,1,136,1011194,94
1,0,217,22,30,0.2,0.2,1433,7319,0,0,0,0,0,0.6,0.6,16.53,14.14,1.2,6829,1821007,97
22,13,1723,163,106,2,3.4,458095,178681,0,0,0,0,0.4,25,40.4,240.8,325.8,2436,82,16,0
0,0,179,10,30,0.2,0.2,2182,20065,0,0,0,0,0,0,0,15.2,16.8,1,7167,1873768,98
0,0,1327,157,87,0.2,0.2,6109,31242,1,1.2,1,0,0,11.4,11.4,15.4,41.8,1.3,246,1129960,94
83,81,2582,170,159,1,1,66580,202445,3,3.6,3.6,0,0.2,2.6,8,66,110.2,1.5,271,988688,90
4,2,5139,461,382,1.2,4.2,35171,532139,0,0,0,0,0,8.2,8.6,100.2,160.8,1,861,995771,81
11,6,2532,201,110,1.4,2.6,137911,26016,5,8.4,27.2,37.6,4.4,20.6,24.2,77.4,181.2,2.5,141,1112808,87
1,1,805,69,86,0.2,0.2,113062,253316,0,0,0,0,0,1.4,1.6,15.6,18.2,1.4,8201,1836408,94
1,0,2521,196,162,0.4,1.8,185731,50125,12.18,15.97,15.97,0,11.78,3.59,5.99,33.93,95.21,1,159,1014073,89
14,18,498,58,35,2.2,2.2,94619,27799,0,0,0,0,0,2.2,2.6,204.2,172.2,1.2,393,1813523,81
30,41,1972,156,137,0.4,0.4,108058,183512,7.8,26.4,44.8,77.2,0.8,14.2,24.2,28.2,62.4,6,141,1053814,88
145,53,7870,1348,1234,6,2,951510,794198,8.4,72.2,146.4,238.2,3.8,17.2,42.6,309.6,581.6,1.8,135,1089506,58
6,0,3755,313,232,3.79,1.6,190407,88541,2.4,7.98,7.39,0,3.79,14.17,16.57,189.02,444.51,1,267,1006453,79
19,18,3858,222,151,1.2,1.2,437045,78441,20.96,60.08,110.78,190.22,6.19,49.7,84.03,308.78,204.39,2.3,155,996604,78
3,1,5480,444,349,1.2,1.2,505897,531224,6.2,14.6,18.8,11.8,0,42.6,84.4,129.4,169.2,1.2,505,1219461,71
2,1,587,45,32,0.6,0.6,94622,9992,0,0,0,0,0,0.2,0.4,31.2,38.4,1.4,6259,1857560,96
17,9,2371,109,117,1.6,1.6,30574,84978,0,0,0,0,0,0.2,0.2,93.8,200.2,2.6,1840,1641224,92
1,0,1532,83,74,0.2,0.2,88312,26448,0,0,0,0,0,0.2,0.2,20,20.6,2.2,1167,1742472,90
1,0,781,60,64,1,2,8478,16249,0,0,0,0,0.2,0.2,0.2,63.4,86.8,1.5,2160,1072765,94
8,0,1921,78,64,7.19,21.16,21268,34032,0,0,0,0,0,3.99,3.99,240.12,444.31,1,603,1079904,77
4,2,566,24,20,1.4,3.8,15866,12723,0,0,0,0,0,1.8,3,93.6,123.2,1.2,6884,1826949,95
79,101,1076,143,103,0.2,0.2,49908,52017,5.17,10.14,12.13,4.97,0,0,0,15.71,25.05,1.7,140,1005056,93
13,9,1946,223,174,3.79,10.98,526411,33407,8.78,56.49,132.53,226.55,0.4,75.65,130.74,131.94,261.28,1.5,119,1103984,79
1,0,852,131,54,0.4,0.4,147982,133938,0,0,0,0,0,0.8,1.2,36,37.8,4,1094,1753981,96
18,15,2071,228,119,2.4,2.99,639252,37961,0,0,0,0,0,11.58,19.36,159.28,360.48,1.8,768,1016776,82
12,2,3175,373,153,7.58,14.77,191239,47291,10.18,20.96,66.47,100,2.2,20.16,25.35,385.43,826.75,2,149,1033405,66
4,1,1310,114,123,1,0.6,22851,96155,0,0,0,0,0,0.6,0.6,93.8,116.4,3.5,611,1059350,93
3,0,1514,58,51,1,1,43703,26727,1.8,2.4,2,0,0,1.4,2.4,81.36,100.8,1,208,1001206,94
8,3,2794,239,143,2.6,3,192634,23863,0.6,0.8,0.8,0,1.4,9.2,9.4,192.4,344,1,332,1128000,84
3,0,953,143,121,2.6,0.8,145468,11423,0,0,0,0,0,0,0,138.4,200.8,2,7345,1865565,93
9,0,4041,365,311,7.2,2.2,512190,10120,0.2,0.2,0.2,0,0.4,2.2,4.2,366.4,595,5,440,1711718,77
7,0,609,98,48,1.4,1.8,77701,6884,0,0,0,0,0,0.2,0.2,109.4,159.2,2.4,6367,1712043,91
2,1,1932,117,122,0.6,0.6,133827,91027,0,0,0,0,0,0,0,113.2,57.4,2.2,544,1725482,93
2,0,324,33,22,0.8,0.8,67055,23653,0,0,0,0,0,0.2,0.2,68.8,70,1.2,1409,1763248,94
2,1,1574,123,92,0.8,1.2,230531,77766,0,0,0,0,0.4,5.2,10,64.4,84.8,2.2,327,1533171,93
24,32,419,41,27,2,2,91694,34919,0,0,0,0,0,2.2,3.4,181.2,160.4,1.2,3733,1819309,83
18,27,470,44,34,0.2,0.2,1650,6261,0,0,0,0,0,0.4,0.4,16.4,17,2,486,1742376,93
5,0,565,89,32,2.4,3,46465,10275,0,0,0,0,0,0,0,117.6,169.6,1.2,7727,1879814,92
1,0,2309,95,73,0.4,0.4,18045,7270,0,0,0,0,0,11.4,11.4,34,52.8,2.6,4549,1731907,94
49,60,3735,492,275,3.61,2.61,552034,89148,4.81,9.22,9.22,0,0.2,2,2,191.18,344.09,1,187,1068874,79
15,12,2717,263,176,0.6,0.4,193730,83203,0,0,0,0,1.4,35.2,41.6,29.4,114.4,6,677,1320533,90
30,43,3816,139,157,0.6,3.2,47471,329880,0.2,0.2,0.2,0,0.2,12,12.6,24.6,70.4,2.4,2097,993981,87
21,10,3047,445,208,6.21,7.21,654086,429810,0,0,0,0,0,60.32,68.74,332.87,648.3,1.6,1526,1037688,75
26,16,3638,534,238,1.6,3.6,1071680,590668,0,0,0,0,55.2,45.8,85,151.8,449.8,1805,71,29,0
2,0,522,36,33,0.8,0.6,3011,14854,2.4,4.79,8.78,10.38,0,11.58,11.58,43.11,85.23,1,177,1066296,96
0,0,199,10,18,0.2,0.2,5478,58790,0,0,0,0,0,0,0,15.63,16.83,1,7877,1875126,98
52,1,4039,257,185,15.2,24.8,137512,25944,7.6,33.4,116.2,234.6,0.4,10.4,11.6,661.2,1133.6,5.8,159,1102581,53
1,0,2629,394,278,1,3.8,95204,324792,0.2,0.2,0.2,0,0,5.8,11,66.8,113,2.4,174,1375040,87
18,15,1747,142,74,3.39,5.78,216979,50870,4.38,5.58,53.59,118.33,3.78,2.79,3.59,238.84,546.41,3.6,197,1014610,80
67,66,1117,430,154,0.4,0.2,631396,632869,0,0,0,0,0,1.99,1.99,21.47,55.07,688,94,6,0
67,83,5967,199,139,1.4,1.8,254279,17845,0,0,0,0,0,1.6,1.6,131.8,142,5,713,1528790,82
7,0,2080,92,84,6,17.2,123799,38864,0,0,0,0,0,6.6,7.6,203.2,361.6,1,420,1082914,80
3,0,2393,99,206,0.8,2.4,174982,229702,3.6,32.2,92,194.8,0,23.4,42.8,36.6,65.6,1.6,147,1053766,85
0,0,311,21,22,0.4,0.6,2364,10512,0,0,0,0,0,0.2,0.4,23.35,30.34,1.2,1313,1742256,98
5,2,1198,280,164,0.4,0.4,107936,28463,0,0,0,0,0,2.4,2.6,40,60.2,5,1457,1071050,90
28,0,1534,171,119,7.21,19.64,420118,28592,0,0,0,0,0.2,7.01,7.21,247.9,483.77,1.4,359,1091000,79
9,7,1106,85,60,0.2,0.2,96962,23460,0,0,0,0,0,51.3,99.4,91.78,370.14,1.8,2644,952324,85
8,0,3360,194,111,0.4,0.2,223067,128505,0,0,0,0,0,26,30,32.2,175.4,3.6,3731,1342350,93
30,40,2753,404,379,3.4,4.2,332007,232751,0,0,0,0,0,3.4,3.8,188.6,269.8,1.3,745,1127904,80
4,1,863,226,78,1.8,2,454550,221890,0,0,0,0,0,26.8,28.2,82.4,140.8,3.6,7015,1835541,87
18,5,7786,298,228,1.6,3.6,123860,36841,5,5.2,5.2,0,4.6,8.6,8.8,155.2,171.8,3.2,211,1447189,75
12,9,1328,237,79,1.8,2.8,466909,156780,0,0,0,0,0,1.2,1.8,79,128.4,3.2,2730,1584686,93
173,189,643,156,69,0.2,0.2,769383,39827,0,0,0,0,0,0,0,15.6,19.2,4,425,1702806,94
0,0,172,17,20,0.2,0.2,446,4412,0,0,0,0,0,0,0,15.57,16.77,1,7388,1861860,98
45,25,6154,191,161,3.39,10.38,153242,463723,39.12,73.05,73.05,0,5.79,4.39,15.57,302.2,358.48,6.2,233,1521515,69
1,1,983,32,45,0.2,0.2,9311,142734,0,0,0,0,0,0,0,17.2,16.8,1.2,8439,1837168,97
2,0,817,43,73,0.4,0.8,102203,26343,0,0,0,0,0.2,2,2.2,34.4,47.6,1.3,494,1014829,96
8,0,3193,442,385,8.02,2,278616,17581,0,0,0,0,0,0,0,388.38,552.71,2,7216,1866756,77
1,1,3898,189,138,0.6,2,166414,10001,0.8,0.8,0.8,0,0,3.59,3.59,80.84,80.64,3.2,173,1441305,91
41,59,2423,135,83,0.2,0.2,153542,31762,2,3.2,3.2,0,0.6,10.2,10.2,25.8,66.4,1.6,233,982238,89
20,29,3350,221,206,0.2,0.2,37797,100198,1.2,1.2,1.2,0,0.4,9.4,10,12.8,63.4,1,346,1069827,91
2,1,4381,140,154,0.4,1.8,22358,25160,0.4,0.4,0.4,0,0.6,0.2,0.2,37.2,60,1.5,313,1015656,94
20,28,360,29,20,0.6,0.6,53449,12945,0.6,2.4,13.8,35.6,0.4,3.8,5.8,38.4,67,1.2,247,1756248,92
32,48,1404,116,87,0.2,0.2,15887,59172,10.16,19.32,24.9,20.12,2.99,5.98,6.77,18.92,32.27,3.7,154,1113450,90
14,5,3467,194,133,2.6,8.6,667592,33485,1.6,1.6,1.6,0,1.4,62.4,124.8,191.2,339,6.4,500,1360821,74
8,1,4911,247,185,2,4,215402,41434,0,0,0,0,0,1.6,2.2,130.2,164.6,2.8,990,1538602,86
7,5,2322,259,169,0.4,0.8,620416,636285,0,0,0,0,0,43.2,53,27.2,101.4,1963,88,11,1
7,4,3158,248,158,1.6,2.4,787021,308246,3.99,4.59,4.59,0,3.39,20.56,38.52,102.79,206.99,1.8,304,1015668,77
1,1,215,24,24,0.2,0.2,4481,10470,0,0,0,0,0,0,0,20.8,16.8,1,8767,1835301,98
0,0,186,21,22,0.2,0.2,481,4390,0,0,0,0,0,0,0,15.57,16.77,1,7360,1861421,98
2,1,310,52,22,0.2,0.2,261896,6656,0,0,0,0,0,0.4,0.6,20.44,19.44,1,7380,1868882,98
1,0,965,176,121,1,0.4,174723,153621,0,0,0,0,0,1.8,3.4,52.4,108,4.2,340,1724080,93
3,1,1635,150,147,1.8,1.6,178375,71109,2.2,3.2,2.6,0,2,3.8,5.2,106.6,229.2,2,340,1110091,85
0,0,1297,103,45,0.2,0.2,346042,11105,0,0,0,0,0,0,0,15.6,17.4,4,1286,1712987,95
2,1,659,73,39,0.4,0.4,130243,30148,5.19,15.57,25.15,48.9,0.6,2,2.99,21.36,109.98,1,142,1022235,95
67,74,6081,1328,1287,4.61,3.81,1188892,1066282,0,0,0,0,0,17.03,17.03,253.91,589.58,1,892,1059750,70
110,105,2055,293,267,3.59,1,124573,69621,0,0,0,0,0,0,0,165.87,241.52,1.8,3654,1769870,82
19,12,7284,506,321,5.39,6.19,386171,72448,2.4,4.19,5.39,4.39,0.8,20.36,21.76,235.33,461.08,2.8,439,998836,74
0,0,317,81,48,0.2,0.2,262070,266535,0,0,0,0,0.4,3.6,6,16,22.4,2.2,3779,1811997,93
14,12,903,105,92,0.6,0.8,44847,29587,1.8,1.8,1.8,0,0.4,2.8,2.8,52.4,76.8,1.2,230,1016176,95
89,53,2558,211,189,0.6,1,215246,121020,0,0,0,0,0.2,13.97,17.37,236.93,171.06,990,84,16,0
54,45,5845,361,921,0.8,2,247854,158248,11.22,24.65,36.87,42.08,6.61,14.83,28.26,43.49,92.18,2.8,145,1047979,83
31,3,3748,343,276,5.6,5.2,161126,93390,0,0,0,0,3.2,4,4.6,220.6,432.6,2.2,534,1073170,81
4,1,419,69,72,0.4,0.4,2858,33835,0,0,0,0,0,0,0,29.4,53.8,2,6653,1708432,97
10,8,1439,107,91,1.4,3.2,36486,21669,0,0,0,0,0,8.8,9,111.4,270.8,1.6,908,1132680,89
81,80,1086,134,81,0.4,0.4,209409,50764,3.6,13.2,18.6,18.2,1.6,2,2.2,35.4,102.8,1.7,129,991770,92
117,118,8353,263,175,2.8,8.4,223582,115554,0,0,0,0,0,7.2,18,235.2,270.4,4.6,2065,1327851,65
27,36,354,50,40,0.6,0.6,4988,21803,0,0,0,0,0.6,1,1,27.6,45.2,3,496,1712853,95
5,1,330,39,38,0.4,0.4,34377,12185,0,0,0,0,0,1,1.2,37.8,47.6,1.4,633,1760253,90
19,14,3611,152,112,0.6,0.6,182337,50411,0,0,0,0,0,3.79,3.79,54.49,106.19,1.2,1070,1012917,86
54,66,2449,84,67,6,18,54266,34429,10.4,35.6,137.2,263.2,0.6,67.2,130.4,249.8,545,1,114,1061226,71
6,1,1381,158,119,1.4,2,27168,22368,0,0,0,0,0.2,4.6,6.8,103.4,154,514,92,8,0
59,45,1503,113,76,1.8,1.8,322275,27068,0.6,0.6,0.6,0,1.2,6.81,18.24,128.46,251.9,1.8,499,1104940,86
45,0,3910,282,166,11.58,32.73,103815,31905,5.39,28.74,35.33,54.89,0,14.37,17.56,424.75,811.78,1.8,142,1101212,61
2,0,1722,132,77,1.4,1.4,175711,32362,0,0,0,0,13.23,2.4,3.41,138.48,190.38,1,776,1068697,88
0,0,771,25,26,0.2,0.2,15308,24778,0,0,0,0,0,3.2,5.4,15.6,17.6,1.2,613,1752872,97
37,53,1209,83,81,0.2,0.2,9480,33242,0,0,0,0,0.2,1.4,2.4,16,22.4,1,477,1060016,95
2,0,2130,471,366,1.4,1.8,422662,131321,4.4,4.6,4.6,0,0.2,8.4,16.8,106.4,124.2,2.8,292,1696270,84
2,0,2991,196,151,0.6,2.6,279677,33378,0,0,0,0,0,3.2,4.2,34.4,73,2,779,1108133,88
2,0,2977,159,127,2.2,2.4,51139,66704,0.8,4.2,11.4,13.4,0,5.2,10.2,117,155.4,2.4,162,1760360,80
3,2,1499,148,124,0.4,0.4,11264,34108,2.2,10.4,18.4,51.8,1,10.2,10.8,33.2,70.2,2,158,1085613,93
82,2,4146,436,204,0.6,1.2,213852,125542,0,0,0,0,0,6.59,16.57,119.56,219.36,6.6,1149,1305397,81
2,1,448,120,32,1.2,0.8,268056,136239,0,0,0,0,0,0,0,73,115,2.4,6787,1835458,95
0,0,815,60,47,0.2,0.2,1633,20397,0,0,0,0,0,1,1,15.8,17.4,1.2,2987,1014693,96
6,2,1080,164,85,0.4,0.6,135663,43467,4.39,7.78,6.19,0,1.2,1.2,1.2,45.31,102.99,3.4,317,1038767,95
3,1,544,92,73,1.8,1.8,247617,175885,0,0,0,0,0,6.8,11,161.2,147.4,2,3549,1822469,88
4,0,4009,456,435,3.59,2.4,477322,429540,0,0,0,0,0,4.19,6.39,202.99,296.21,1.7,2480,997472,73
7,2,2320,158,172,1,1.6,16005,104078,0,0,0,0,0.2,22.6,22.8,72.2,148,2.5,1665,1072854,91
4,0,1734,220,202,4.2,1.2,112961,70392,0,0,0,0,0,0,0,201.2,287.2,2.2,7463,1863821,88
46,57,826,52,50,0.4,1.2,110571,72773,0,0,0,0,0,0.4,0.6,27.8,23.6,1.2,8160,1837149,96
4,3,3790,312,200,0.4,0.4,50530,39704,1.4,1.6,1.6,0,0.8,3,3.4,33.6,56,2,361,1103565,85
4,1,877,62,51,0.6,2,17524,35342,0,0,0,0,0.2,0.2,0.2,49.6,58.6,2,1820,1539704,95
1,0,1012,247,137,0.2,0.2,49962,40693,0,0,0,0,0,0.2,0.2,23.6,36.8,3.4,427,1061962,93
1,0,443,83,49,1,3.6,522666,155858,0,0,0,0,74.2,0,0,46.2,63.2,2.4,1382,1762197,93
48,1,3217,190,95,11.8,33.8,249106,33453,1.6,8.8,12.8,14,3.6,15.4,15.6,422.2,772.6,1.2,197,1095115,63
7,3,7036,363,221,1.8,2.4,228636,92387,0,0,0,0,0,17.6,19.4,157.2,308,3.4,1518,1389834,81
1,1,195,15,22,0.2,0.2,10279,9542,0,0,0,0,0,0.6,1.2,15.6,16.8,1,7738,1882360,98
3,1,363,32,28,1.6,1.6,53787,31694,0,0,0,0,0,1.4,2,139.92,125.75,1,11943,1884942,93
4,2,1253,78,105,0.2,0.2,8414,32783,1.2,1.4,1.4,0,0.6,0.8,1,24.4,22.4,1.8,270,1090680,94
193,213,4585,385,330,0.6,0.6,561341,494475,0,0,0,0,0,36.33,70.66,43.91,181.84,2,1041,1018917,72
2,0,1053,127,47,0.4,0.2,311277,30292,0,0,0,0,0,0,0,20.8,33,1.8,493,1748054,87
18,2,2535,332,162,3.8,3.8,535709,83384,0,0,0,0,0.2,6.2,7.6,219.2,386.6,5.6,548,1298520,86
72,91,1320,101,51,0.8,1,78153,29519,0,0,0,0,0.2,5.19,5.19,75.25,169.06,3,1173,1544433,91
20,6,5112,629,541,8.18,3.39,309676,39994,2.59,4.19,4.19,0,1,6.19,7.58,536.93,588.62,225,69,31,0
6,2,2010,143,124,0.6,0.6,98448,134872,0,0,0,0,0,3.4,4.4,65.6,78.2,2.2,1931,1545338,94
56,78,1815,94,112,1.6,2.4,103043,71594,0,0,0,0,0,2.79,2.79,115.37,168.86,2.3,614,1044506,88
4,1,1983,191,152,0.8,0.8,258832,170579,0,0,0,0,0,1.2,1.6,65,65.6,3.2,1143,1535661,90
8,2,1095,80,76,0.2,0.2,234011,61095,0,0,0,0,0,7.2,9.6,29.8,49.6,2.6,1328,1540717,94
5,1,1246,170,141,1.2,0.6,56801,54469,0,0,0,0,1,1.2,1.4,67.74,119.64,1.2,1254,1019580,94
5,1,1672,234,114,1.2,1,169980,93310,0,0,0,0,0,8.4,13.2,58.8,99.4,1,2088,1098666,88
2,0,346,33,20,1.6,9.4,99978,34645,0,0,0,0,0,1.4,2.4,43,75.2,2,4305,1821611,96
4,2,1492,219,99,0.4,0.4,241235,231696,0,0,0,0,0,6.4,10.6,37.8,55.2,4.2,1642,1604389,93
34,32,1393,242,145,1.4,1.8,168392,200608,0,0,0,0,0,1.2,2,94,134.2,3.6,1847,1576965,91
1,0,3290,360,240,0.6,0.6,49705,52288,7.58,10.18,10.18,0,2.79,2.2,3.19,55.89,60.88,5,163,1098061,85
36,38,703,109,49,0.8,2.8,84777,60687,2.6,6.6,6.6,0,1.2,0.8,0.8,39.2,75.2,2,195,1712285,95
104,108,2559,149,143,2.4,4.01,141636,130115,0,0,0,0,0,12.63,21.84,155.11,254.51,2,848,1076717,86
0,0,2595,174,146,0.2,0.2,84039,82244,8.4,14.2,11.4,0,1,1.4,2,15.6,17.4,1,156,1751064,94
29,12,862,135,91,0.4,0.4,131306,52089,0,0,0,0,0,1.4,1.4,40.2,47.8,1,693,990952,96
26,3,3871,307,166,6.61,4.41,1025194,72910,7.41,35.07,119.44,200.4,1,21.44,26.85,281.36,527.05,2.6,134,1086621,75
71,80,1052,221,157,0.4,0.4,145004,48770,1.4,1.6,3.8,3.8,3.6,10.4,15.4,36.6,120.4,896,89,11,0
1,0,266,50,40,0.2,0.2,986,7095,0,0,0,0,0,0,0,15.6,17.8,2,6343,1724179,97
9,2,2004,131,96,1.6,1.6,203406,80867,0,0,0,0,0.2,1.4,1.4,103,174,2.6,1017,1539797,90
21,30,184,26,24,0.2,0.2,588,6136,0.4,0.6,0.6,0,0,0,0,16.23,16.83,1,305,1759367,98
120,112,1917,228,156,2.79,3.79,168278,108067,10.58,23.75,38.92,122.75,6.99,0.8,0.8,196.61,294.21,1,156,968364,84
10,3,6340,208,154,1,1.4,171628,167282,0,0,0,0,0,16.4,24,112.8,180.8,2.8,3816,1338878,82
83,96,3389,407,293,2.6,2.8,855090,269362,0,0,0,0,23.6,5.6,8,259.6,238.4,3.8,2937,1652590,77
2,0,915,89,86,0.4,0.6,8379,26797,0,0,0,0,0,2.4,2.4,35.47,59.72,3.2,675,979117,94
22,19,1615,375,124,0.8,0.8,687553,537619,0,0,0,0,0.4,0.2,0.2,92.6,137.4,552,89,11,0
18,14,2064,121,90,1,0.8,56872,28574,0,0,0,0,0.2,24.2,26.8,46.2,153.6,1.4,1269,1307661,91
6,5,1075,150,77,0.6,0.6,186329,20552,1,1,1,0,2.8,1,3.6,46.2,140.8,3,200,971387,95
0,0,2333,112,143,0.2,0.2,5050,25855,0,0,0,0,0,0,0,15.4,17,2,819,1720944,96
6,0,2901,391,235,5.4,3,899023,23670,0,0,0,0,0,4.6,8,281.6,393.6,4,2988,1769106,77
7,4,1213,64,56,0.6,0.4,9159,27622,0,0,0,0,0,0.4,0.4,36.73,35.93,387,96,4,0
37,52,2114,213,122,0.4,0.4,51742,61601,10.6,43.8,59,79.6,2.2,63.4,67.8,33.2,123.4,3,157,1102712,92
0,0,210,26,27,0.2,0.2,84655,3719,0,0,0,0,0,0,0,15.6,16.8,1,6340,1855480,98
39,65,310,44,46,0.2,0.2,890,24584,0,0,0,0,0.2,1.4,1.6,18,20.8,1,592,1730664,95
3,0,1131,89,69,0.8,0.4,41757,72089,9.58,16.37,13.17,0,0.6,3.59,3.59,48.7,204.19,1,263,1117493,89
12,4,4961,165,141,1,1,125039,50388,0,0,0,0,0,12.6,15.6,70.8,142.6,3.2,831,1529981,89
4,1,1919,126,121,0.8,0.4,32030,174094,2.2,2.2,2.2,0,0.4,2.4,2.4,57.49,95.21,1.5,232,978611,90
9,0,2555,397,314,8.6,3.8,510619,46678,0,0,0,0,0,0,0,629.8,583,3.6,8741,1864907,77
2,0,2799,145,91,0.8,0.8,42789,21865,0,0,0,0,0,0.2,0.4,59.6,92.6,1.6,1967,1753906,91
1,0,522,148,77,0.2,0.2,217279,226751,0,0,0,0,0,8.6,16.8,15.6,27.8,3.6,1485,1754614,93
3,0,2881,164,361,2.2,4.2,32995,180178,0,0,0,0,0,2.2,2.6,203.2,223.4,1.6,1258,1055720,85
35,49,1897,259,311,0.2,0.2,96054,34273,0,0,0,0,0.4,21,33.4,27.2,167.8,1.5,714,1011355,89
21,19,1446,156,87,0.2,0.2,232432,53083,0,0,0,0,0,0,0,20.2,23.2,4.6,2734,1603858,94
37,48,495,63,21,2.19,2.19,268983,32654,0,0,0,0,0,2.79,4.78,204.58,176.29,1.4,11471,1873924,88
15,15,419,189,62,0.2,0.2,322341,310319,0,0,0,0,0,0,0,15.6,17,2.4,5333,1825789,97
17,13,3350,321,288,0.8,0.6,438593,637453,19.6,55.8,171.8,375.6,4,61.2,104,93.6,293.2,2,118,1028534,69
36,47,767,106,84,2,0.6,164585,26451,0,0,0,0,0,0,0,97,135.8,1.4,7215,1875907,93
6,0,1998,152,133,0.6,0.6,128710,98867,0,0,0,0,0,1.4,4.2,52.8,50.6,3.6,1753,1532064,92
8,7,2613,104,153,0.2,0.2,4805,360035,11.6,13.8,13.8,0,10.6,0.6,0.6,15.6,30.2,2.2,305,1391992,92
5,3,4180,409,294,0.2,0.2,41553,69632,0,0,0,0,0,4.19,5.39,22.36,37.72,2.8,545,1093344,87
15,4,3019,283,157,2,2.2,600466,122565,21,26,33.2,31.4,18.2,14.4,17.8,103.2,248.2,1.4,209,989965,81
44,11,4890,639,456,7,5,541547,228102,20,67.8,144.4,292.6,3.6,54.4,71,463.4,832.6,4.4,139,1032154,59
35,31,4232,320,187,1.8,2.4,176180,143770,0,0,0,0,0.2,4.8,8.6,111.2,295.6,5.6,1455,1314174,82
2,0,3578,459,248,1.4,3.2,452115,428921,0,0,0,0,0,9.4,9.4,132.8,152.4,2,367,1044480,85
11,8,4602,739,638,2.2,2.2,423020,318145,6.4,13.4,19.8,31.6,0.4,7.6,13.2,102.6,171.4,2.4,230,1129762,83
1,0,645,120,69,0.4,0.6,301469,183147,0,0,0,0,0.6,2,3.8,37.2,56,3.4,1092,1728875,94
2,1,200,14,17,0.4,0.4,790,7577,0,0,0,0,0,0,0,29.6,39.4,1,7314,1864000,98
18,3,3307,175,111,1.6,1.6,128997,53305,0,0,0,0,0,0.4,0.4,92.2,144.4,4.8,702,1522429,89
8,2,1388,190,158,1,0.8,1087958,385189,7.6,42.2,108.8,244.2,1.4,85.6,152.8,76,152.4,1,136,1059101,84
1,0,362,115,67,0.2,0.2,196922,186447,0,0,0,0,0,2.4,4.8,15.6,19.4,3.6,741,1727502,97
2,0,1734,89,61,1.2,2.8,39725,23738,0,0,0,0,0,7.6,8.6,81.2,138.4,1,1452,1085187,89
3,3,1941,427,173,0.8,0.8,658879,844732,0,0,0,0,0.2,0.6,1.2,49.2,69,1.8,635,1045738,88
1,0,2100,201,147,0.6,0.6,191592,17844,0,0,0,0,0,20.8,21.6,46,157.2,2.6,1938,1408730,87
2,1,213,24,19,0.4,0.4,8182,12511,0,0,0,0,0,0,0,23.6,31,1,7759,1882280,98
0,0,2106,87,52,0.2,0.2,19292,28755,0,0,0,0,0,0,0,13,16.8,1,499,1739078,95
2,1,1424,149,63,2,4.6,335886,64486,0,0,0,0,0,1.8,2.8,139.4,155.4,1.4,8277,1837725,89
1,0,1109,77,96,0.2,0.2,30972,91009,0,0,0,0,0,3.6,6,16.6,36.8,1.2,403,1074365,95
13,18,262,40,46,0.2,0.2,962,35952,0.4,0.4,0.4,0,0,0,0,13.17,17.96,1,266,1744447,95
51,2,2437,116,67,12.77,35.93,100642,41200,5.19,9.18,16.57,17.76,2.2,23.15,25.55,508.58,882.63,3.4,240,1093632,62
5,0,1888,248,215,6.2,1.8,216420,39346,0,0,0,0,0,7.4,14.8,296.6,420.2,4.6,1628,1757696,80
1,1,512,47,44,0.4,0.4,92333,23899,0,0,0,0,0,7.2,7.2,38.6,68.6,1,465,982181,97
64,71,5534,657,234,5.41,5.41,161992,51093,4.81,7.62,7.62,0,1,1.4,1.4,234.87,426.25,1.2,290,1008295,77
10,0,4065,279,142,9.8,37.6,224594,29644,4.4,5,4.6,0,3.6,3,3.6,528.4,837.4,1.7,244,1034034,60
5,4,2339,132,116,0.4,0.4,22609,50185,4.8,9.2,7.4,0,3.8,1.6,1.6,33.6,41.6,2.4,216,1710456,94
2,0,1524,107,106,0.2,0.2,6493,72539,0,0,0,0,0,10.8,15.6,15.8,28,1,1921,1112656,93
